SkillId,Skill_US,IsSpecialized,IsSoftware,IsBaseline,IsLanguage,IsActive,SkillCluster,SkillClusterFamily
5914,Connective Tissue Disorders,1,0,0,0,1,na,na
5915,Cardiopulmonary Resuscitation (CPR),1,0,0,0,1,Emergency and Intensive Care,Health Care
5916,Brand Equity Development,1,0,0,0,1,na,na
5917,Coding Quality Program Implementation,1,0,0,0,1,na,na
5918,NetObjects Fusion,1,1,0,0,1,na,na
5919,Prevention Programs,1,0,0,0,1,Mental Health Therapies,Health Care
5920,IntelliMatch,1,1,0,0,1,na,na
5921,Drupal,1,1,0,0,1,PHP Web,Information Technology
5922,Dementia knowledge,1,0,0,0,1,Mental Health Diseases and Disorders,Health Care
5923,Small Business Tax,1,0,0,0,1,na,na
5924,Boating Accident Procedures,1,0,0,0,1,na,na
5925,Wind Farm Analysis,1,0,0,0,1,na,na
5926,Precision Microfabrication,1,0,0,0,1,na,na
5927,Critical Care Nursing,1,0,0,0,1,Emergency and Intensive Care,Health Care
5928,Decontamination Trailers,1,0,0,0,1,na,na
5929,Xenix,1,0,0,0,1,na,na
5930,Recreational Therapy,1,0,0,0,1,Alternative Therapy,Health Care
5931,Horizon Patient Folder (HPF) Indexing,1,1,0,0,1,na,na
5932,Pulp Removal,1,0,0,0,1,na,na
5933,Expense Analysis Reporting,1,0,0,0,1,na,na
5934,Therapeutic Agent Production,1,0,0,0,1,na,na
5935,Pregnancy and Birth,1,0,0,0,1,na,na
5936,Maternal Child Health,1,0,0,0,1,Obstetrics and Gynecology (OBGYN),Health Care
5937,Biofuels Prototyping,1,0,0,0,1,na,na
5938,Library Management,1,0,0,0,1,na,na
5939,Trial Design,1,0,0,0,1,Clinical Research,Health Care
5940,Retic Count,1,0,0,0,1,na,na
5941,X-Ray (Radiography) Equipment,1,0,0,0,1,Radiology,Health Care
5942,Phase I Clinical Trial,1,0,0,0,1,na,na
5943,Case Document Revision,1,0,0,0,1,na,na
5944,Alternative Splicing,1,0,0,0,1,na,na
5945,Simple Mail Transfer Protocol (SMTP),1,0,0,0,1,Network Protocols,Information Technology
5946,Radon,1,0,0,0,1,na,na
5947,Care of Newborn,1,0,0,0,1,na,na
5948,Intel x86,1,0,0,0,1,na,na
5949,Property Accounting,1,0,0,0,1,Specialized Accounting,Finance
5950,Pharmacologic Stress Testing,1,0,0,0,1,na,na
5951,Computacenter Prescreen,1,0,0,0,1,na,na
5952,Horticultural Industry Knowledge,1,0,0,0,1,Agricultural Industry Knowledge,Industry Knowledge
5953,Metallurgy,1,0,0,0,1,Materials Science,Manufacturing and Production
5954,Electronic Medical Records/Practice Management (EMR/PM),1,0,0,0,1,na,na
5955,Pediatric Rheumatologist,1,0,0,0,1,na,na
5956,Symantec Visual Cafe,1,1,0,0,1,na,na
5957,MFG/PRO,1,0,0,0,1,Enterprise Resource Planning (ERP),Information Technology
5958,Invoice Preparation,1,0,0,0,1,Billing and Invoicing,Finance
5959,Enterprise JAVA Beans,1,1,0,0,1,Java,Information Technology
5960,Structural Welding,1,0,0,0,1,Welding,Manufacturing and Production
5961,Industrial MIG Welding,1,0,0,0,1,na,na
5962,Tariff Modelling,1,0,0,0,1,na,na
5963,Hydrologic Engineering,1,0,0,0,1,na,na
5964,Polymer Electrolyte Membrane Fuel Cells,1,0,0,0,1,na,na
5965,Terrain Conductivity Meters,1,0,0,0,1,na,na
5966,Bipolar Disorder,1,0,0,0,1,Mental Health Diseases and Disorders,Health Care
5967,Intertest,1,1,0,0,1,na,na
5968,Bioprocessing,1,0,0,0,1,na,na
5969,Shipping Routes,1,0,0,0,1,na,na
5970,Citrix Software Technologies,1,1,0,0,1,na,na
5971,Bike Repair,1,0,0,0,1,Bike Repair,"Maintenance, Repair, and Installation"
5972,Aircraft Analysis,1,0,0,0,1,na,na
5973,Hydropower Technology,1,0,0,0,1,na,na
5974,Epidemiological Inference,1,0,0,0,1,na,na
5975,Fuel Efficiency,1,0,0,0,1,Energy Efficiency,Energy and Utilities
5976,New Supplier Integration,1,0,0,0,1,na,na
5977,Microcephaly,1,0,0,0,1,na,na
5978,Clinical Design,1,0,0,0,1,na,na
5979,Inbound Lead Generation,1,0,0,0,1,na,na
5980,Food Service Sanitation,1,0,0,0,1,Food and Beverage Service,Personal Care and Services
5981,G-Code,1,0,0,0,1,Computer-Aided Manufacturing,Manufacturing and Production
5982,Mesenteric Artery,1,0,0,0,1,na,na
5983,Capacity Management,1,0,0,0,1,IT Management,Information Technology
5984,Worldspan,1,0,0,0,1,na,na
5985,Motion Tween,1,0,0,0,1,na,na
5986,Publication Design,1,0,0,0,1,na,na
5987,Epidemic,1,0,0,0,1,Public Health and Disease Prevention,Health Care
5988,High Volume Accounts Payable,1,0,0,0,1,Accounts Payable and Receivable,Finance
5989,Applicant Tracking System,1,0,0,0,1,Recruitment,Human Resources
5990,High-Throughput Drug Screening,1,0,0,0,1,na,na
5992,Samba,1,1,0,0,1,Network Protocols,Information Technology
5993,Adult Education,1,0,0,0,1,Education Administration,Education and Training
5994,TAS Books,1,0,0,0,1,na,na
5995,Emission Reduction Projects,1,0,0,0,1,na,na
5996,Cavity Preventing Agent Application,1,0,0,0,1,na,na
5997,Patient Protection Standards,1,0,0,0,1,na,na
5998,Pathogen Evasion,1,0,0,0,1,na,na
5999,Biosurgery,1,0,0,0,1,na,na
6000,Recombinant Expression Clone Design,1,0,0,0,1,na,na
6002,Malignant Mesothelioma,1,0,0,0,1,na,na
6003,Stereotaxis,1,0,0,0,1,na,na
6004,Huron Dynacube,1,0,0,0,1,na,na
6005,ATM Maintenance,1,0,0,0,1,na,na
6006,Injury Diagnosis,1,0,0,0,1,na,na
6007,External Fixation,1,0,0,0,1,na,na
6008,Teaching Speakers of Other Languages,1,0,0,0,1,Teaching,Education and Training
6009,Medication Usage Monitoring,1,0,0,0,1,na,na
6010,Site Remediation Planning,1,0,0,0,1,na,na
6011,Cacti,1,1,0,0,1,Systems Administration,Information Technology
6012,ADDIE,1,0,0,0,1,Instructional and Curriculum Design,Education and Training
6013,Enteroscopy,1,0,0,0,1,na,na
6014,Neck Surgery,1,0,0,0,1,na,na
6016,Environmental Threat Identification,1,0,0,0,1,na,na
6017,Energy-Efficient Appliances,1,0,0,0,1,na,na
6018,RPG400,1,0,0,0,1,na,na
6019,Architectural Millwork,1,0,0,0,1,Construction Management,Architecture and Construction
6020,Geothermal Heat Systems,1,0,0,0,1,na,na
6021,Eukaryotic Molecular Biology,1,0,0,0,1,na,na
6022,Systems Monitoring,1,0,0,0,1,na,na
6023,Ileoscopy,1,0,0,0,1,na,na
6024,Business Intelligence Industry Knowledge,1,0,0,0,1,Business Services Industry Knowledge,Industry Knowledge
6025,Middle School Ministry,1,0,0,0,1,na,na
6026,Genetic Syndromes,1,0,0,0,1,na,na
6027,Health Information Technology Security,1,0,0,0,1,na,na
6028,Compress Application,1,0,0,0,1,na,na
6029,Roof Covering,1,0,0,0,1,na,na
6030,Technical Translation,1,0,0,0,1,na,na
6031,Biofeedback,1,0,0,0,1,na,na
6032,Non-Speaking Student Communication,1,0,0,0,1,na,na
6033,Industrial Control Wiring,1,0,0,0,1,na,na
6034,Portable X-Ray Machines,1,0,0,0,1,na,na
6035,Environmental Simulations,1,0,0,0,1,na,na
6036,Early Childhood Program Standards,1,0,0,0,1,na,na
6037,Key Performance Indicators (KPIs),1,0,0,0,1,Key Performance Indicators,Business
6038,Semiconductor Industry Knowledge,1,0,0,0,1,Computer and Information Technology Industry Knowledge,Industry Knowledge
6039,Clinical Decision Support,1,0,0,0,1,Clinical Informatics,Health Care
6040,Scientific Analysis,1,0,0,0,1,Research Methodology,Science and Research
6041,Internal Audit Best Practices,1,0,0,0,1,na,na
6042,Phlebotomy Services,1,0,0,0,1,Blood Collection,Health Care
6043,Fiscal Monitoring and Control Mechanisms,1,0,0,0,1,na,na
6044,Modern Portfolio Theory (MPT),1,0,0,0,1,na,na
6045,Gene Rearrangement,1,0,0,0,1,na,na
6046,Commercial Litigation,1,0,0,0,1,Litigation,Legal
6047,In-Situ Treatment,1,0,0,0,1,na,na
6048,Virtual Storage Access Method (VSAM),1,1,0,0,1,Network File System (NFS),Information Technology
6049,Varicella Chickenpox,1,0,0,0,1,na,na
6050,Post-Sale Support,1,0,0,0,1,Customer Relationship Management (CRM),Marketing and Public Relations
6051,W-2 Corrections,1,0,0,0,1,na,na
6052,Congenital Defect,1,0,0,0,1,na,na
6053,Direct Methanol Fuel Cells,1,0,0,0,1,na,na
6054,SC-2,1,0,0,0,1,na,na
6055,Staffing Services Industry Knowledge,1,0,0,0,1,Employment Services Industry Knowledge,Industry Knowledge
6056,Green Roof Design,1,0,0,0,1,na,na
6057,Investment Accounting,1,0,0,0,1,Specialized Accounting,Finance
6058,Climate Change Research,1,0,0,0,1,na,na
6059,Glycoprotein,1,0,0,0,1,na,na
6060,Early Diagnosis,1,0,0,0,1,na,na
6061,Internet Strategy,1,0,0,0,1,na,na
6062,Post Sales Technical Consulting,1,0,0,0,1,Technical Support,Information Technology
6063,Supplier Realignment,1,0,0,0,1,na,na
6064,Mitotic Arrestants,1,0,0,0,1,na,na
6065,Growth Hormone Therapy,1,0,0,0,1,na,na
6066,Chemical Diversity,1,0,0,0,1,na,na
6067,FreeBSD,1,1,0,0,1,Operating Systems,Information Technology
6068,Automate Plus,1,0,0,0,1,na,na
6069,Tuberculosis Skin Test,1,0,0,0,1,na,na
6070,Search Engine Optimization (SEO),1,0,0,0,1,Online Marketing,Marketing and Public Relations
6071,Cruise Industry Knowledge,1,0,0,0,1,Hospitality and Leisure Industry Knowledge,Industry Knowledge
6072,Acetaminophen,1,0,0,0,1,na,na
6073,Chemical Equipment Operation,1,0,0,0,1,na,na
6074,Marketing Mix Optimization,1,0,0,0,1,na,na
6075,Gastric Banding,1,0,0,0,1,na,na
6076,Public Transportation System,1,0,0,0,1,na,na
6077,Corel Presentation,0,1,1,0,1,na,na
6078,Research Design,1,0,0,0,1,Research Methodology,Science and Research
6079,Preventable Disease,1,0,0,0,1,na,na
6080,Software Phone or Desk Support,1,0,0,0,1,Technical Support,Information Technology
6081,Structural Steel Welding,1,0,0,0,1,na,na
6082,Platinum Quarrying,1,0,0,0,1,na,na
6083,Metabolic Disease knowledge,1,0,0,0,1,na,na
6084,Sales Meetings,1,0,0,0,1,General Sales,Sales
6085,Mainstreaming,1,0,0,0,1,na,na
6086,Color Theory,1,0,0,0,1,Graphic and Visual Design,Design
6088,Supplier Identification,1,0,0,0,1,Supplier Relationship Management,Supply Chain and Logistics
6089,Cirrhosis,1,0,0,0,1,na,na
6090,Davis-Bacon Act,1,0,0,0,1,na,na
6091,Traffic Control Devices,1,0,0,0,1,Transportation Operations,Supply Chain and Logistics
6092,Scientific Quality Practices,1,0,0,0,1,na,na
6093,Fuel System Modification Identification,1,0,0,0,1,na,na
6094,Xerox Copiers,1,0,0,0,1,na,na
6095,Patient Treatment,1,0,0,0,1,Advanced Patient Care,Health Care
6096,Electrolysis,1,0,0,0,1,na,na
6097,Engineering Design Evaluation,1,0,0,0,1,na,na
6098,Seminar Leader,1,0,0,0,1,na,na
6099,Hematology,1,0,0,0,1,Hematology,Health Care
6100,Non-pharmacologic Intervention,1,0,0,0,1,na,na
6101,Thai,0,0,1,1,1,na,na
6102,Capital Markets Industry Knowledge,1,0,0,0,1,Financial Trading Industry Knowledge,Industry Knowledge
6103,Space Allocation,1,0,0,0,1,Occupational Health and Safety,Human Resources
6104,Outside Sales,1,0,0,0,1,Outside Sales,Sales
6105,Media Relations,1,0,0,0,1,Public Relations,Marketing and Public Relations
6106,WinINSTALL,1,1,0,0,1,na,na
6107,Fertilizers,1,0,0,0,1,Agronomy and Farming,"Agriculture, Horticulture, and the Outdoors"
6108,Commercial Insurance Sales,1,0,0,0,1,Insurance Sales,Sales
6109,Modified Bitumen,1,0,0,0,1,na,na
6110,Microsoft PowerShell,1,1,0,0,1,Scripting,Information Technology
6111,Microsoft Powerpoint,0,1,1,0,1,Microsoft Office and Productivity Tools,Information Technology
6112,RML,1,0,0,0,1,na,na
6113,Forecasting Management,1,0,0,0,1,na,na
6114,Open VME,1,0,0,0,1,na,na
6115,Music Composition,1,0,0,0,1,na,na
6116,Retail Merchandising System (RMS),1,0,0,0,1,na,na
6117,Electrophoresis,1,0,0,0,1,Molecular Biology,Science and Research
6118,Speech Disorder Treatment Technology,1,0,0,0,1,na,na
6119,Environmental Insurance,1,0,0,0,1,na,na
6120,Blood Testing,1,0,0,0,1,Blood Collection,Health Care
6121,Power Drills,1,0,0,0,1,Power Tools,"Maintenance, Repair, and Installation"
6122,Global Distribution,1,0,0,0,1,na,na
6123,Ami Pro,1,0,0,0,1,na,na
6124,High-Performance Liquid Chromatography (HPLC),1,0,0,0,1,Chemical Analysis,Science and Research
6125,Residential Mortgage Solutions,1,0,0,0,1,na,na
6126,Materials Management Practices,1,0,0,0,1,Supply Chain Management,Supply Chain and Logistics
6127,BASE24,1,0,0,0,1,na,na
6129,Java Naming and Directory Interface (JNDI),1,1,0,0,1,Java,Information Technology
6130,Deck Footings,1,0,0,0,1,na,na
6131,Industry Cost Models,1,0,0,0,1,na,na
6132,CPT Assistant Familiarity,1,0,0,0,1,na,na
6133,Neoplasia,1,0,0,0,1,na,na
6134,Knee Surgery,1,0,0,0,1,na,na
6135,Disaster Recovery Planning,1,0,0,0,1,System Design and Implementation,Information Technology
6136,Energy Conversion,1,0,0,0,1,Energy Efficiency,Energy and Utilities
6137,Supply Chain Inventory Management,1,0,0,0,1,Inventory Management,Supply Chain and Logistics
6138,Spinal Fluid Analysis,1,0,0,0,1,na,na
6139,Sling Psychrometers,1,0,0,0,1,na,na
6140,Student Loan Default Management,1,0,0,0,1,na,na
6141,Respiratory Therapy Equipment,1,0,0,0,1,Pulmonology,Health Care
6142,ISO 14001 Standards,1,0,0,0,1,Environmental Regulations,Environment
6143,Construction Master Pro,1,0,0,0,1,na,na
6144,Doping Tubes,1,0,0,0,1,na,na
6145,Graphics Software,1,1,0,0,1,Graphic and Visual Design Software,Design
6181,Alzheimer's Disease knowledge,1,0,0,0,1,Mental Health Diseases and Disorders,Health Care
6146,Sensitive Compartmented Information Facility (SCIF) Accreditation/Reaccreditation,1,0,0,0,1,na,na
6147,Financial Software Packages,1,1,0,0,1,na,na
6148,Pressure Testing,1,0,0,0,1,Vehicle Repair and Maintenance,"Maintenance, Repair, and Installation"
6149,Saws,1,0,0,0,1,na,na
6150,Shipping Methods Evaluation,1,0,0,0,1,na,na
6151,Market Research,1,0,0,0,1,Market Analysis,Marketing and Public Relations
6152,Productive Nanosystems,1,0,0,0,1,na,na
6153,I2 Master Data Management (MDM),1,0,0,0,1,na,na
6154,Biomass Determination,1,0,0,0,1,na,na
6155,MicroLAN,1,0,0,0,1,na,na
6156,Environmental Field Service Operations,1,0,0,0,1,na,na
6158,SilkPerformer,1,1,0,0,1,na,na
6159,Germ Cell Tumors Diagnosis / Treatment,1,0,0,0,1,na,na
6160,Sales Tax Compliance,1,0,0,0,1,na,na
6161,Dyskinesia Diagnosis / Treatment,1,0,0,0,1,na,na
6162,Database Responsibilities,1,0,0,0,1,na,na
6163,SoundEdit,1,0,0,0,1,na,na
6164,Porous Pavement,1,0,0,0,1,na,na
6165,Electronic Personnel Security Questionnaire,1,0,0,0,1,na,na
6166,Membrane Physiology,1,0,0,0,1,na,na
6167,Buy Direction Facilitation,1,0,0,0,1,na,na
6168,Telnet,1,0,0,0,1,Network Protocols,Information Technology
6169,Topix,1,0,0,0,1,na,na
6170,JD Edwards,1,1,0,0,1,Enterprise Resource Planning (ERP),Information Technology
6171,Biological Warfare,1,0,0,0,1,na,na
6172,Broker Transactions,1,0,0,0,1,na,na
6173,Tin Mining,1,0,0,0,1,na,na
6174,Support Vector Machines (SVM),1,0,0,0,1,Machine Learning,Analysis
6176,Carpentry,1,0,0,0,1,Carpentry,Architecture and Construction
6177,Energy Efficient Transportation,1,0,0,0,1,na,na
6178,Mobile Data Terminal Equipment,1,0,0,0,1,na,na
6179,Visual InterDev,1,1,0,0,1,na,na
6180,Medical Information Acquisition,1,0,0,0,1,Medical Records,Health Care
6182,Third Party Advertising,1,0,0,0,1,na,na
6183,Debridement,1,0,0,0,1,Surgery,Health Care
6184,MVS/ESA,1,0,0,0,1,na,na
6185,Stress Echocardiography,1,0,0,0,1,na,na
6186,Ship Terminal Policy,1,0,0,0,1,na,na
6187,Scientific Analytical Skills,1,0,0,0,1,na,na
6188,Calling Witnesses,1,0,0,0,1,na,na
6189,At - Risk Patient Identification,1,0,0,0,1,na,na
6190,Electromagnetic Geophysical Instruments,1,0,0,0,1,na,na
6191,Physical Medicine & Rehab,1,0,0,0,1,na,na
6192,Document Archival,1,0,0,0,1,na,na
6193,Atrial Flutter,1,0,0,0,1,na,na
6194,Mental Health Center,1,0,0,0,1,Mental and Behavioral Health Specialties,Health Care
6195,Student Financial Aid Monitoring,1,0,0,0,1,na,na
6196,Urography,1,0,0,0,1,na,na
6197,Fluorescence-activated cell sorting (FACS),1,0,0,0,1,Cellular Biology,Science and Research
6198,Separation Anxiety,1,0,0,0,1,na,na
6199,Soldering,1,0,0,0,1,Brazing and Soldering,Manufacturing and Production
6200,Crowd Control,1,0,0,0,1,Physical Security,Public Safety and National Security
6201,Microsoft Works,1,1,0,0,1,na,na
6202,Hand Surgery,1,0,0,0,1,na,na
6203,Vascular Medicine,1,0,0,0,1,na,na
6204,Insulin Injections,1,0,0,0,1,na,na
6205,Tissue Specimen Mounting,1,0,0,0,1,na,na
6206,cURL,1,1,0,0,1,na,na
6207,Statistical Modeling,1,0,0,0,1,na,na
6208,Media Planning,1,0,0,0,1,Media Strategy and Planning,Marketing and Public Relations
6209,Solar Heat Absorption Reduction,1,0,0,0,1,na,na
6210,Enterprise Application Integration Software,1,1,0,0,1,na,na
6211,Vasectomy,1,0,0,0,1,na,na
6212,Birth Assistant,1,0,0,0,1,na,na
6213,Surgery - Transplant,1,0,0,0,1,na,na
6214,Multimedia Industry Knowledge,1,0,0,0,1,Media and Communication Industry Knowledge,Industry Knowledge
6215,Sms Marketing,1,0,0,0,1,na,na
6216,Knife Industry Knowledge,1,0,0,0,1,Food and Beverage Industry Knowledge,Industry Knowledge
6217,Arbitration,1,0,0,0,1,Litigation,Legal
6218,Global System for Mobile Communications (GSM),1,0,0,0,1,Telecommunications,Information Technology
6219,Biofuels Applications,1,0,0,0,1,na,na
6220,Air Transportation Industry Knowledge,1,0,0,0,1,Air Transportation Industry Knowledge,Industry Knowledge
6221,Marketing Materials,1,0,0,0,1,Marketing Management,Marketing and Public Relations
6222,Contrast Administration,1,0,0,0,1,na,na
6223,Railway Signaling,1,0,0,0,1,na,na
6224,Patient Charting Systems,1,0,0,0,1,na,na
6225,Nolvadex,1,0,0,0,1,na,na
6226,Analyzing Equipment Needs,1,0,0,0,1,na,na
6227,Stillbirth,1,0,0,0,1,na,na
6228,Banking Laws,1,0,0,0,1,Regulation and Law Compliance,Legal
6229,Boring Machine Tools,1,0,0,0,1,na,na
6230,Environmental Impact Reduction,1,0,0,0,1,na,na
6232,Nanoelectronic Research,1,0,0,0,1,na,na
6233,Reticulocyte,1,0,0,0,1,na,na
6234,Heavy Machinery Industry Knowledge,1,0,0,0,1,Civil Engineering Industry Knowledge,Industry Knowledge
6235,Builder-focused Lending,1,0,0,0,1,na,na
6236,Furniture Sales,1,0,0,0,1,Specialized Sales,Sales
6237,Deafness,1,0,0,0,1,na,na
6238,W-9 Request Fulfillment,1,0,0,0,1,na,na
6239,Warehouse Industry Knowledge,1,0,0,0,1,Supply Chain and Logistics Industry Knowledge,Industry Knowledge
6240,CeMAP,1,0,0,0,1,na,na
6241,Nuclear Pharmacy,1,0,0,0,1,na,na
6242,Centralized Inventory Control,1,0,0,0,1,na,na
6243,Biodigester,1,0,0,0,1,na,na
6244,Teller Transactions,1,0,0,0,1,Cash Management,Finance
6245,Green Stocks,1,0,0,0,1,na,na
6246,Urinary Incontinence,1,0,0,0,1,na,na
6247,Merchandising,1,0,0,0,1,Merchandising,Sales
6248,Language Disorders,1,0,0,0,1,na,na
6249,Advanced Materials Development,1,0,0,0,1,na,na
6251,Adipose,1,0,0,0,1,na,na
6252,Freight Industry Knowledge,1,0,0,0,1,Supply Chain and Logistics Industry Knowledge,Industry Knowledge
6253,Cutting Sequences,1,0,0,0,1,na,na
6254,Diabetic Coma Diagnosis / Treatment,1,0,0,0,1,na,na
6255,Lokalize,1,1,0,0,1,na,na
6256,Environmental Field Investigation,1,0,0,0,1,na,na
6257,Abnormal Breathing Sounds,1,0,0,0,1,na,na
6258,Wind Project Construction,1,0,0,0,1,na,na
6259,Histamine,1,0,0,0,1,na,na
6260,Headlight Replacement,1,0,0,0,1,na,na
6261,Hiring and Firing,1,0,0,0,1,Human Resource Management and Planning,Human Resources
6262,Climate Theory,1,0,0,0,1,na,na
6263,Lavage,1,0,0,0,1,General Medical Tests and Procedures,Health Care
6264,Cleantech Products,1,0,0,0,1,na,na
6265,NetObjects,1,0,0,0,1,na,na
6266,Environmental Policy Violation Investigation,1,0,0,0,1,na,na
6267,Transgene Expression,1,0,0,0,1,na,na
6268,Supply Chain Business Processes Documentation,1,0,0,0,1,na,na
6269,Permitting,1,0,0,0,1,na,na
6270,JD Edwards Accounts Payable,1,1,0,0,1,na,na
6271,Solar Energy Systems Engineering,1,0,0,0,1,na,na
6272,Delayed Hypersensitivity Test,1,0,0,0,1,na,na
6273,Instilling Medications,1,0,0,0,1,na,na
6274,Harmful Interaction Prevention,1,0,0,0,1,na,na
6275,Production Flow Improvement,1,0,0,0,1,na,na
6276,Psion,1,0,0,0,1,na,na
6277,Thoraces,1,0,0,0,1,na,na
6278,Corel Painter,1,1,0,0,1,na,na
6279,Lead Box Management,1,0,0,0,1,na,na
6280,Advocacy Strategy Development,1,0,0,0,1,Marketing Strategy,Marketing and Public Relations
6281,Turbine Load Monitoring,1,0,0,0,1,na,na
6282,Arthrocentesis,1,0,0,0,1,na,na
6283,Geological Data Instrument Set-Up,1,0,0,0,1,na,na
6284,Removable Appliances,1,0,0,0,1,na,na
6285,Cerclage,1,0,0,0,1,na,na
6286,Succession Planning,1,0,0,0,1,Talent Management,Human Resources
6287,EMT Bending,1,0,0,0,1,na,na
6288,Pipeline Growth,1,0,0,0,1,Marketing Management,Marketing and Public Relations
6290,Power Plant System Building,1,0,0,0,1,na,na
6291,Account Consultations,1,0,0,0,1,Customer Relationship Management (CRM),Marketing and Public Relations
6292,Supplier Selection,1,0,0,0,1,Supplier Relationship Management,Supply Chain and Logistics
6293,Musical Instrument Digital Interface (MIDI),1,0,0,0,1,Music,Media and Writing
6294,Green Education,1,0,0,0,1,na,na
6295,Interpret Gauges,1,0,0,0,1,Electrical and Mechanical Labor,"Maintenance, Repair, and Installation"
6296,Underbalanced Drilling,1,0,0,0,1,na,na
6297,Cardiovascular Disease knowledge,1,0,0,0,1,Cardiology,Health Care
6298,Logistics Policies,1,0,0,0,1,Logistics,Supply Chain and Logistics
6299,Educational Games,1,0,0,0,1,na,na
6300,Revenue Cycle Management,1,0,0,0,1,Financial Management,Finance
6301,Telecom Skills,1,0,0,0,1,na,na
6302,Energy Cost Reduction,1,0,0,0,1,na,na
6303,Fundoplication,1,0,0,0,1,na,na
6304,Crew Coordination,1,0,0,0,1,na,na
6305,Cost-Effective Manufacturing,1,0,0,0,1,Manufacturing Processes,Manufacturing and Production
6307,Alarm Industry Knowledge,1,0,0,0,1,Legal and Law Enforcement Industry Knowledge,Industry Knowledge
6308,Economic Development,1,0,0,0,1,Economic Development,"Economics, Policy, and Social Studies"
6309,Symbian,1,0,0,0,1,na,na
6310,Gaming Platforms,1,0,0,0,1,Animation and Game Design,Design
6311,Business Analysis Industry Knowledge,1,0,0,0,1,Business Services Industry Knowledge,Industry Knowledge
6312,Pegasus Mail,0,0,1,0,1,na,na
6313,Web Site Analysis,1,0,0,0,1,na,na
6314,Biologics Scale - Up,1,0,0,0,1,na,na
6315,Target Assessments,1,0,0,0,1,na,na
6316,Isystems Evolution Payroll and Tax Management,1,0,0,0,1,na,na
6317,Tub Installation,1,0,0,0,1,na,na
6318,GJ 09,1,0,0,0,1,na,na
6319,Air Velocity Measurement,1,0,0,0,1,na,na
6320,Basal Cell Carcinoma,1,0,0,0,1,na,na
6321,Dynamo Personalization Server,1,0,0,0,1,na,na
6322,Industrial Engineering,1,0,0,0,1,Industrial Engineering,Engineering
6323,Haskell,1,0,0,0,1,na,na
6324,Distribution Management,1,0,0,0,1,Logistics,Supply Chain and Logistics
6325,Problem Analysis,1,0,0,0,1,na,na
6326,Rh factor,1,0,0,0,1,na,na
6327,Breathing Mechanism Control,1,0,0,0,1,na,na
6328,Federal Payroll Regulations,1,0,0,0,1,na,na
6329,HyperTRANSCRIBE,1,1,0,0,1,na,na
6330,Smell and Taste,1,0,0,0,1,Physical Abilities,Health Care
6331,Patient Evaluation,1,0,0,0,1,Basic Patient Care,Health Care
6332,Gastroenteritis,1,0,0,0,1,na,na
6333,DNA Viruses,1,0,0,0,1,na,na
6334,Specimen Quality Evaluation,1,0,0,0,1,na,na
6335,Water Heater Blankets,1,0,0,0,1,na,na
6336,Wastewater Treatment Systems,1,0,0,0,1,Water Testing and Treatment,Environment
6337,Tier 3 Technical Support,1,0,0,0,1,Technical Support,Information Technology
6338,Paint Sprayer,1,0,0,0,1,na,na
6339,Financial Lending Industry Knowledge,1,0,0,0,1,Financial Lending Industry Knowledge,Industry Knowledge
6340,Biosolids,1,0,0,0,1,Water Testing and Treatment,Environment
6341,Procedure Planning,1,0,0,0,1,na,na
6342,Commercial Property Underwriting,1,0,0,0,1,na,na
6343,Financial Strategy Analysis,1,0,0,0,1,na,na
6344,Directional Drilling,1,0,0,0,1,Oil Drilling,Energy and Utilities
6345,Automotive Sales,1,0,0,0,1,Specialized Sales,Sales
6346,Wholesale Buying,1,0,0,0,1,na,na
6347,Biomarkers,1,0,0,0,1,Drug Development,Science and Research
6348,Management Consulting Industry Knowledge,1,0,0,0,1,Consulting Services Industry Knowledge,Industry Knowledge
6349,Network Security,1,0,0,0,1,Cybersecurity,Information Technology
6350,QERadiant,1,1,0,0,1,Animation and Game Design,Design
6351,Protocol Evaluation,1,0,0,0,1,na,na
6352,Cell Enumeration,1,0,0,0,1,na,na
6353,DNA Methylation,1,0,0,0,1,na,na
6354,Brachytherapy,1,0,0,0,1,Oncology,Health Care
6355,Medical Dosimetry,1,0,0,0,1,Oncology,Health Care
6356,Deceased Person Washing,1,0,0,0,1,na,na
6357,Aphasia,1,0,0,0,1,na,na
6358,Waste Packaging,1,0,0,0,1,na,na
6359,Borax Mining,1,0,0,0,1,na,na
6360,Supply Chain Schedule Implementation,1,0,0,0,1,na,na
6361,Anorectic,1,0,0,0,1,na,na
6362,Unload Cargo,1,0,0,0,1,Material Handling,Supply Chain and Logistics
6363,Cerebrovascular Accident,1,0,0,0,1,na,na
6364,Fertilizer Spreaders,1,0,0,0,1,na,na
6365,AngularJS,1,1,0,0,1,JavaScript and jQuery,Information Technology
6366,Environmental Consulting,1,0,0,0,1,Environmental Work,Environment
6367,Knowledge of Clinical Informatics,1,0,0,0,1,Clinical Informatics,Health Care
6368,SAP R/2,1,1,0,0,1,na,na
6370,Sports Reporting,1,0,0,0,1,Journalism,Media and Writing
6371,Industrial Distribution,1,0,0,0,1,General Sales Practices,Sales
6372,Neuroradiology,1,0,0,0,1,na,na
6373,Faculty Training,1,0,0,0,1,Teaching,Education and Training
6374,Energy Efficiency Analysis,1,0,0,0,1,na,na
6375,Sales Cycle,1,0,0,0,1,General Sales,Sales
6376,Interaction Design,1,0,0,0,1,User Interface and User Experience (UI/UX) Design,Design
